filename,compound_name,bmised_area
230810_Smp_G5_NFEX_T24_NH4_Metab_B,"Glycine betaine 0(15N), 0(13C)",1889224796.9972837
230810_Smp_G5_NFEX_T24_NH4_Metab_C,"Glycine betaine 0(15N), 0(13C)",1941986257.3466523
230810_Smp_G5_NFEX_T24_NO3_Metab_A,"Glycine betaine 0(15N), 0(13C)",2563553279.3710837
230810_Smp_G5_NFEX_T24_NO3_Metab_B,"Glycine betaine 0(15N), 0(13C)",2400506897.941798
230810_Smp_G5_NFEX_T24_NO3_Metab_C,"Glycine betaine 0(15N), 0(13C)",2537343149.91949
230810_Smp_G5_NFEX_T24_Urea_Metab_A,"Glycine betaine 0(15N), 0(13C)",2234390558.3137727
230810_Smp_G5_NFEX_T24_Urea_Metab_B,"Glycine betaine 0(15N), 0(13C)",2172799581.7462096
230810_Smp_G5_NFEX_T24_Urea_Metab_C,"Glycine betaine 0(15N), 0(13C)",2719974223.1885962
230810_Std_4uMStdsMix1InH2O_1,"Glycine betaine 0(15N), 1(13C)",2832842.7387788906
230810_Std_4uMStdsMix1InH2O_2,"Glycine betaine 0(15N), 1(13C)",2720767.1569947554
230810_Std_4uMStdsMix1InH2O_3,"Glycine betaine 0(15N), 1(13C)",NA
230810_Std_4uMStdsMix1InMatrix_1,"Glycine betaine 0(15N), 1(13C)",142894024.84890926
230810_Std_4uMStdsMix1InMatrix_2,"Glycine betaine 0(15N), 1(13C)",139187316.41589394
230810_Std_4uMStdsMix1InMatrix_3,"Glycine betaine 0(15N), 1(13C)",152641373.18031678
230810_Std_4uMStdsMix2InH2O_1,"Glycine betaine 0(15N), 1(13C)",47954513731.45599
230810_Std_4uMStdsMix2InH2O_2,"Glycine betaine 0(15N), 1(13C)",113358336742.96178
230810_Std_4uMStdsMix2InH2O_3,"Glycine betaine 0(15N), 1(13C)",705189504480.6172
230810_Std_4uMStdsMix2InMatrix_1,"Glycine betaine 0(15N), 1(13C)",245243414.96064606
230810_Std_4uMStdsMix2InMatrix_2,"Glycine betaine 0(15N), 1(13C)",284655583.78633684
230810_Std_4uMStdsMix2InMatrix_3,"Glycine betaine 0(15N), 1(13C)",303666180.5642054
230810_Std_H2OinMatrix_1,"Glycine betaine 0(15N), 1(13C)",142295430.63916472
230810_Std_H2OinMatrix_2,"Glycine betaine 0(15N), 1(13C)",73382.56958703377
230810_Std_H2OinMatrix_3,"Glycine betaine 0(15N), 1(13C)",149908642.53477162
230810_Blk_G5_NFEX_T24_NH4_Blk_A,"Glycine betaine 0(15N), 1(13C)",3719640.6546441456
230810_Blk_G5_NFEX_T24_NH4_Blk_B,"Glycine betaine 0(15N), 1(13C)",4995108.307544717
230810_Blk_G5_NFEX_T24_NO3_Blk_A,"Glycine betaine 0(15N), 1(13C)",4203428.736855788
230810_Blk_G5_NFEX_T24_Urea_Blk_A,"Glycine betaine 0(15N), 1(13C)",11905487.337754978
230810_Poo_G5_NFEX_Full1,"Glycine betaine 0(15N), 1(13C)",135148107.420203
230810_Poo_G5_NFEX_Full2,"Glycine betaine 0(15N), 1(13C)",143854418.05342448
230810_Poo_G5_NFEX_Full3,"Glycine betaine 0(15N), 1(13C)",134452240.3080735
230810_Poo_G5_NFEX_Full4,"Glycine betaine 0(15N), 1(13C)",141533889.69330698
230810_Poo_G5_NFEX_Full5,"Glycine betaine 0(15N), 1(13C)",140570178.42115822
230810_Poo_G5_NFEX_Full6,"Glycine betaine 0(15N), 1(13C)",142298972.39366165
230810_Poo_G5_NFEX_Full7,"Glycine betaine 0(15N), 1(13C)",145029538.3783223
230810_Poo_G5_NFEX_Full8,"Glycine betaine 0(15N), 1(13C)",142502814.12903166
230810_Poo_G5_NFEX_Full9,"Glycine betaine 0(15N), 1(13C)",143961397.67856982
230810_Poo_G5_NFEX_Full10,"Glycine betaine 0(15N), 1(13C)",146106167.20524907
230810_Poo_G5_NFEX_Full11,"Glycine betaine 0(15N), 1(13C)",146091511.60846603
230810_Smp_G5_NFEX_T0_Metab_A,"Glycine betaine 0(15N), 1(13C)",273969989.1984119
230810_Smp_G5_NFEX_T0_Metab_B,"Glycine betaine 0(15N), 1(13C)",268133119.7346118
230810_Smp_G5_NFEX_T0_Metab_C,"Glycine betaine 0(15N), 1(13C)",273210963.3535979
230810_Smp_G5_NFEX_T6_NH4_Metab_A,"Glycine betaine 0(15N), 1(13C)",123479604.11440542
230810_Smp_G5_NFEX_T6_NH4_Metab_B,"Glycine betaine 0(15N), 1(13C)",158206009.64452288
230810_Smp_G5_NFEX_T6_NH4_Metab_C,"Glycine betaine 0(15N), 1(13C)",170697811.57134938
230810_Smp_G5_NFEX_T6_NO3_Metab_A,"Glycine betaine 0(15N), 1(13C)",164606580.52127582
230810_Smp_G5_NFEX_T6_NO3_Metab_B,"Glycine betaine 0(15N), 1(13C)",117678961.55827805
230810_Smp_G5_NFEX_T6_NO3_Metab_C,"Glycine betaine 0(15N), 1(13C)",185249156.70604837
230810_Smp_G5_NFEX_T6_Urea_Metab_A,"Glycine betaine 0(15N), 1(13C)",144437942.79790667
230810_Smp_G5_NFEX_T6_Urea_Metab_B,"Glycine betaine 0(15N), 1(13C)",123820491.56789546
230810_Smp_G5_NFEX_T6_Urea_Metab_C,"Glycine betaine 0(15N), 1(13C)",128426453.30065827
230810_Smp_G5_NFEX_T12_NH4_Metab_A,"Glycine betaine 0(15N), 1(13C)",179984124.73763624
230810_Smp_G5_NFEX_T12_NH4_Metab_B,"Glycine betaine 0(15N), 1(13C)",157284539.5483938
230810_Smp_G5_NFEX_T12_NH4_Metab_C,"Glycine betaine 0(15N), 1(13C)",135900044.4700235
230810_Smp_G5_NFEX_T12_NO3_Metab_A,"Glycine betaine 0(15N), 1(13C)",205539515.7978906
230810_Smp_G5_NFEX_T12_NO3_Metab_B,"Glycine betaine 0(15N), 1(13C)",104872688.52041385
230810_Smp_G5_NFEX_T12_NO3_Metab_C,"Glycine betaine 0(15N), 1(13C)",143252600.94644505
230810_Smp_G5_NFEX_T12_Urea_Metab_A,"Glycine betaine 0(15N), 1(13C)",169793699.98806047
230810_Smp_G5_NFEX_T12_Urea_Metab_B,"Glycine betaine 0(15N), 1(13C)",179716616.03940237
230810_Smp_G5_NFEX_T12_Urea_Metab_C,"Glycine betaine 0(15N), 1(13C)",232711642.529121
230810_Smp_G5_NFEX_T24_NH4_Metab_A,"Glycine betaine 0(15N), 1(13C)",102346999.14067501
230810_Smp_G5_NFEX_T24_NH4_Metab_B,"Glycine betaine 0(15N), 1(13C)",102110674.04073335
230810_Smp_G5_NFEX_T24_NH4_Metab_C,"Glycine betaine 0(15N), 1(13C)",105514089.09443575
230810_Smp_G5_NFEX_T24_NO3_Metab_A,"Glycine betaine 0(15N), 1(13C)",138102252.64302707
230810_Smp_G5_NFEX_T24_NO3_Metab_B,"Glycine betaine 0(15N), 1(13C)",18696.145317980452
230810_Smp_G5_NFEX_T24_NO3_Metab_C,"Glycine betaine 0(15N), 1(13C)",139490947.74525747
230810_Smp_G5_NFEX_T24_Urea_Metab_A,"Glycine betaine 0(15N), 1(13C)",124557282.30395697
230810_Smp_G5_NFEX_T24_Urea_Metab_B,"Glycine betaine 0(15N), 1(13C)",121062274.68062662
230810_Smp_G5_NFEX_T24_Urea_Metab_C,"Glycine betaine 0(15N), 1(13C)",151644962.83020723
230810_Std_4uMStdsMix1InH2O_1,"Glycine betaine 1(15N), 0(13C)",17338869.903586973
230810_Std_4uMStdsMix1InH2O_2,"Glycine betaine 1(15N), 0(13C)",NA
230810_Std_4uMStdsMix1InH2O_3,"Glycine betaine 1(15N), 0(13C)",NA
230810_Std_4uMStdsMix1InMatrix_1,"Glycine betaine 1(15N), 0(13C)",142005835.33995032
230810_Std_4uMStdsMix1InMatrix_2,"Glycine betaine 1(15N), 0(13C)",142597262.0215376
230810_Std_4uMStdsMix1InMatrix_3,"Glycine betaine 1(15N), 0(13C)",154501740.864493
230810_Std_4uMStdsMix2InH2O_1,"Glycine betaine 1(15N), 0(13C)",15707949.822949989
230810_Std_4uMStdsMix2InH2O_2,"Glycine betaine 1(15N), 0(13C)",7332136892.648104
230810_Std_4uMStdsMix2InH2O_3,"Glycine betaine 1(15N), 0(13C)",45913842583.84836
230810_Std_4uMStdsMix2InMatrix_1,"Glycine betaine 1(15N), 0(13C)",143156550.4858768
230810_Std_4uMStdsMix2InMatrix_2,"Glycine betaine 1(15N), 0(13C)",148653781.97058675
230810_Std_4uMStdsMix2InMatrix_3,"Glycine betaine 1(15N), 0(13C)",155584280.29846635
230810_Std_H2OinMatrix_1,"Glycine betaine 1(15N), 0(13C)",141921928.5419813
230810_Std_H2OinMatrix_2,"Glycine betaine 1(15N), 0(13C)",148158294.04182792
230810_Std_H2OinMatrix_3,"Glycine betaine 1(15N), 0(13C)",149305329.88080952
230810_Blk_G5_NFEX_T24_NH4_Blk_A,"Glycine betaine 1(15N), 0(13C)",7880697.645808722
230810_Blk_G5_NFEX_T24_NH4_Blk_B,"Glycine betaine 1(15N), 0(13C)",445813.06223277864
230810_Blk_G5_NFEX_T24_NO3_Blk_A,"Glycine betaine 1(15N), 0(13C)",75079.42424709878
230810_Blk_G5_NFEX_T24_Urea_Blk_A,"Glycine betaine 1(15N), 0(13C)",77622.34462728888
230810_Poo_G5_NFEX_Full1,"Glycine betaine 1(15N), 0(13C)",137249186.740931
230810_Poo_G5_NFEX_Full2,"Glycine betaine 1(15N), 0(13C)",144480440.8824988
230810_Poo_G5_NFEX_Full3,"Glycine betaine 1(15N), 0(13C)",136776663.91537276
230810_Poo_G5_NFEX_Full4,"Glycine betaine 1(15N), 0(13C)",142365927.0768423
230810_Poo_G5_NFEX_Full5,"Glycine betaine 1(15N), 0(13C)",141466368.86719117
230810_Poo_G5_NFEX_Full6,"Glycine betaine 1(15N), 0(13C)",110394.36985460971
230810_Poo_G5_NFEX_Full7,"Glycine betaine 1(15N), 0(13C)",42647.024031492336
230810_Poo_G5_NFEX_Full8,"Glycine betaine 1(15N), 0(13C)",144087872.17210546
230810_Poo_G5_NFEX_Full9,"Glycine betaine 1(15N), 0(13C)",145561007.55872178
230810_Poo_G5_NFEX_Full10,"Glycine betaine 1(15N), 0(13C)",147370219.38049486
230810_Poo_G5_NFEX_Full11,"Glycine betaine 1(15N), 0(13C)",147830809.77521175
230810_Smp_G5_NFEX_T0_Metab_A,"Glycine betaine 1(15N), 0(13C)",18247236.2317855
230810_Smp_G5_NFEX_T0_Metab_B,"Glycine betaine 1(15N), 0(13C)",17020338.78724569
230810_Smp_G5_NFEX_T0_Metab_C,"Glycine betaine 1(15N), 0(13C)",18351987.97923998
230810_Smp_G5_NFEX_T6_NH4_Metab_A,"Glycine betaine 1(15N), 0(13C)",64023993.71158545
230810_Smp_G5_NFEX_T6_NH4_Metab_B,"Glycine betaine 1(15N), 0(13C)",69551.25326520484
230810_Smp_G5_NFEX_T6_NH4_Metab_C,"Glycine betaine 1(15N), 0(13C)",89822855.99124318
230810_Smp_G5_NFEX_T6_NO3_Metab_A,"Glycine betaine 1(15N), 0(13C)",49106143.74378171
230810_Smp_G5_NFEX_T6_NO3_Metab_B,"Glycine betaine 1(15N), 0(13C)",20738001.92792707
230810_Smp_G5_NFEX_T6_NO3_Metab_C,"Glycine betaine 1(15N), 0(13C)",60312562.02276853
230810_Smp_G5_NFEX_T6_Urea_Metab_A,"Glycine betaine 1(15N), 0(13C)",34686075.88328885
230810_Smp_G5_NFEX_T6_Urea_Metab_B,"Glycine betaine 1(15N), 0(13C)",33662137.13475206
230810_Smp_G5_NFEX_T6_Urea_Metab_C,"Glycine betaine 1(15N), 0(13C)",38105521.47518839
230810_Smp_G5_NFEX_T12_NH4_Metab_A,"Glycine betaine 1(15N), 0(13C)",248557724.31473568
230810_Smp_G5_NFEX_T12_NH4_Metab_B,"Glycine betaine 1(15N), 0(13C)",203331837.84189567
230810_Smp_G5_NFEX_T12_NH4_Metab_C,"Glycine betaine 1(15N), 0(13C)",198490183.9776554
230810_Smp_G5_NFEX_T12_NO3_Metab_A,"Glycine betaine 1(15N), 0(13C)",208154959.0726724
230810_Smp_G5_NFEX_T12_NO3_Metab_B,"Glycine betaine 1(15N), 0(13C)",18737.86956843428
230810_Smp_G5_NFEX_T12_NO3_Metab_C,"Glycine betaine 1(15N), 0(13C)",17530.291693598814
230810_Smp_G5_NFEX_T12_Urea_Metab_A,"Glycine betaine 1(15N), 0(13C)",84530937.95699866
230810_Smp_G5_NFEX_T12_Urea_Metab_B,"Glycine betaine 1(15N), 0(13C)",117168242.60560721
230810_Smp_G5_NFEX_T12_Urea_Metab_C,"Glycine betaine 1(15N), 0(13C)",157613220.3476279
230810_Smp_G5_NFEX_T24_NH4_Metab_A,"Glycine betaine 1(15N), 0(13C)",522085656.49404895
230810_Smp_G5_NFEX_T24_NH4_Metab_B,"Glycine betaine 1(15N), 0(13C)",490648539.5854017
230810_Smp_G5_NFEX_T24_NH4_Metab_C,"Glycine betaine 1(15N), 0(13C)",547980427.190049
230810_Smp_G5_NFEX_T24_NO3_Metab_A,"Glycine betaine 1(15N), 0(13C)",218703133.065717
230810_Smp_G5_NFEX_T24_NO3_Metab_B,"Glycine betaine 1(15N), 0(13C)",171201219.31328443
230810_Smp_G5_NFEX_T24_NO3_Metab_C,"Glycine betaine 1(15N), 0(13C)",191227431.55276114
230810_Smp_G5_NFEX_T24_Urea_Metab_A,"Glycine betaine 1(15N), 0(13C)",230955.95427413247
230810_Smp_G5_NFEX_T24_Urea_Metab_B,"Glycine betaine 1(15N), 0(13C)",224209225.82728073
230810_Smp_G5_NFEX_T24_Urea_Metab_C,"Glycine betaine 1(15N), 0(13C)",286049320.0143949
230810_Std_4uMStdsMix1InH2O_1,"Glycine betaine 1(15N), 1(13C)",NA
230810_Std_4uMStdsMix1InH2O_2,"Glycine betaine 1(15N), 1(13C)",NA
230810_Std_4uMStdsMix1InH2O_3,"Glycine betaine 1(15N), 1(13C)",NA
230810_Std_4uMStdsMix1InMatrix_1,"Glycine betaine 1(15N), 1(13C)",7409092.209297886
230810_Std_4uMStdsMix1InMatrix_2,"Glycine betaine 1(15N), 1(13C)",7419969.80752944
230810_Std_4uMStdsMix1InMatrix_3,"Glycine betaine 1(15N), 1(13C)",7998962.85788034
230810_Std_4uMStdsMix2InH2O_1,"Glycine betaine 1(15N), 1(13C)",NA
230810_Std_4uMStdsMix2InH2O_2,"Glycine betaine 1(15N), 1(13C)",NA
230810_Std_4uMStdsMix2InH2O_3,"Glycine betaine 1(15N), 1(13C)",988438636.0974876
230810_Std_4uMStdsMix2InMatrix_1,"Glycine betaine 1(15N), 1(13C)",7788525.076935804
230810_Std_4uMStdsMix2InMatrix_2,"Glycine betaine 1(15N), 1(13C)",7927222.875071866
230810_Std_4uMStdsMix2InMatrix_3,"Glycine betaine 1(15N), 1(13C)",8258300.357300692
230810_Std_H2OinMatrix_1,"Glycine betaine 1(15N), 1(13C)",8126370.12296795
230810_Std_H2OinMatrix_2,"Glycine betaine 1(15N), 1(13C)",7710319.3739151
230810_Std_H2OinMatrix_3,"Glycine betaine 1(15N), 1(13C)",7894840.857668378
230810_Blk_G5_NFEX_T24_NH4_Blk_A,"Glycine betaine 1(15N), 1(13C)",336650.7585427802
230810_Blk_G5_NFEX_T24_NH4_Blk_B,"Glycine betaine 1(15N), 1(13C)",268125.00287330034
230810_Blk_G5_NFEX_T24_NO3_Blk_A,"Glycine betaine 1(15N), 1(13C)",NA
230810_Blk_G5_NFEX_T24_Urea_Blk_A,"Glycine betaine 1(15N), 1(13C)",228385.1602863404
230810_Poo_G5_NFEX_Full1,"Glycine betaine 1(15N), 1(13C)",7672887.409506498
230810_Poo_G5_NFEX_Full2,"Glycine betaine 1(15N), 1(13C)",8273882.1952790525
230810_Poo_G5_NFEX_Full3,"Glycine betaine 1(15N), 1(13C)",7594174.12131534
230810_Poo_G5_NFEX_Full4,"Glycine betaine 1(15N), 1(13C)",8145583.250701276
230810_Poo_G5_NFEX_Full5,"Glycine betaine 1(15N), 1(13C)",7657826.441073163
230810_Poo_G5_NFEX_Full6,"Glycine betaine 1(15N), 1(13C)",8175848.631543855
230810_Poo_G5_NFEX_Full7,"Glycine betaine 1(15N), 1(13C)",8140716.105126708
230810_Poo_G5_NFEX_Full8,"Glycine betaine 1(15N), 1(13C)",7928864.922023208
230810_Poo_G5_NFEX_Full9,"Glycine betaine 1(15N), 1(13C)",8374754.354938878
230810_Poo_G5_NFEX_Full10,"Glycine betaine 1(15N), 1(13C)",8256611.951080119
230810_Poo_G5_NFEX_Full11,"Glycine betaine 1(15N), 1(13C)",8354610.76944854
230810_Smp_G5_NFEX_T0_Metab_A,"Glycine betaine 1(15N), 1(13C)",186620.83666110347
230810_Smp_G5_NFEX_T0_Metab_B,"Glycine betaine 1(15N), 1(13C)",305124.1530597444
230810_Smp_G5_NFEX_T0_Metab_C,"Glycine betaine 1(15N), 1(13C)",353262.3043556638
230810_Smp_G5_NFEX_T6_NH4_Metab_A,"Glycine betaine 1(15N), 1(13C)",3349895.571629005
230810_Smp_G5_NFEX_T6_NH4_Metab_B,"Glycine betaine 1(15N), 1(13C)",4170338.3190702093
230810_Smp_G5_NFEX_T6_NH4_Metab_C,"Glycine betaine 1(15N), 1(13C)",4749000.772079173
230810_Smp_G5_NFEX_T6_NO3_Metab_A,"Glycine betaine 1(15N), 1(13C)",2495375.436134714
230810_Smp_G5_NFEX_T6_NO3_Metab_B,"Glycine betaine 1(15N), 1(13C)",1025949.1646840067
230810_Smp_G5_NFEX_T6_NO3_Metab_C,"Glycine betaine 1(15N), 1(13C)",3186182.2516863146
230810_Smp_G5_NFEX_T6_Urea_Metab_A,"Glycine betaine 1(15N), 1(13C)",1970230.6990393025
230810_Smp_G5_NFEX_T6_Urea_Metab_B,"Glycine betaine 1(15N), 1(13C)",2147326.1297341115
230810_Smp_G5_NFEX_T6_Urea_Metab_C,"Glycine betaine 1(15N), 1(13C)",2003118.2259699237
230810_Smp_G5_NFEX_T12_NH4_Metab_A,"Glycine betaine 1(15N), 1(13C)",13027504.35491282
230810_Smp_G5_NFEX_T12_NH4_Metab_B,"Glycine betaine 1(15N), 1(13C)",11324419.086905954
230810_Smp_G5_NFEX_T12_NH4_Metab_C,"Glycine betaine 1(15N), 1(13C)",10639329.606556933
230810_Smp_G5_NFEX_T12_NO3_Metab_A,"Glycine betaine 1(15N), 1(13C)",11237000.029963637
230810_Smp_G5_NFEX_T12_NO3_Metab_B,"Glycine betaine 1(15N), 1(13C)",5080411.725471739
230810_Smp_G5_NFEX_T12_NO3_Metab_C,"Glycine betaine 1(15N), 1(13C)",5179712.436342091
230810_Smp_G5_NFEX_T12_Urea_Metab_A,"Glycine betaine 1(15N), 1(13C)",5347935.33772393
230810_Smp_G5_NFEX_T12_Urea_Metab_B,"Glycine betaine 1(15N), 1(13C)",7586415.843667048
230810_Smp_G5_NFEX_T12_Urea_Metab_C,"Glycine betaine 1(15N), 1(13C)",9987823.916431163
230810_Smp_G5_NFEX_T24_NH4_Metab_A,"Glycine betaine 1(15N), 1(13C)",28317047.28680841
230810_Smp_G5_NFEX_T24_NH4_Metab_B,"Glycine betaine 1(15N), 1(13C)",26805245.78883221
230810_Smp_G5_NFEX_T24_NH4_Metab_C,"Glycine betaine 1(15N), 1(13C)",30358732.99761272
230810_Smp_G5_NFEX_T24_NO3_Metab_A,"Glycine betaine 1(15N), 1(13C)",12251886.570042972
230810_Smp_G5_NFEX_T24_NO3_Metab_B,"Glycine betaine 1(15N), 1(13C)",9296694.777189339
230810_Smp_G5_NFEX_T24_NO3_Metab_C,"Glycine betaine 1(15N), 1(13C)",10556361.295962986
230810_Smp_G5_NFEX_T24_Urea_Metab_A,"Glycine betaine 1(15N), 1(13C)",12476458.942456676
230810_Smp_G5_NFEX_T24_Urea_Metab_B,"Glycine betaine 1(15N), 1(13C)",13718635.162195548
230810_Smp_G5_NFEX_T24_Urea_Metab_C,"Glycine betaine 1(15N), 1(13C)",16846775.834055252
230810_Std_4uMStdsMix1InH2O_1,"Guanine 0(15N), 0(13C)",155433362.29326558
230810_Std_4uMStdsMix1InH2O_2,"Guanine 0(15N), 0(13C)",80034441.9614235
230810_Std_4uMStdsMix1InH2O_3,"Guanine 0(15N), 0(13C)",509788115.1143873
230810_Std_4uMStdsMix1InMatrix_1,"Guanine 0(15N), 0(13C)",51357113.86345577
230810_Std_4uMStdsMix1InMatrix_2,"Guanine 0(15N), 0(13C)",27816064.591211822
230810_Std_4uMStdsMix1InMatrix_3,"Guanine 0(15N), 0(13C)",52782022.09175736
230810_Std_4uMStdsMix2InH2O_1,"Guanine 0(15N), 0(13C)",107293192842.03326
230810_Std_4uMStdsMix2InH2O_2,"Guanine 0(15N), 0(13C)",208996709204.03632
230810_Std_4uMStdsMix2InH2O_3,"Guanine 0(15N), 0(13C)",1547699072660.7004
230810_Std_4uMStdsMix2InMatrix_1,"Guanine 0(15N), 0(13C)",247474058.71669152
230810_Std_4uMStdsMix2InMatrix_2,"Guanine 0(15N), 0(13C)",248556199.25576445
230810_Std_4uMStdsMix2InMatrix_3,"Guanine 0(15N), 0(13C)",408751110.4911114
230810_Std_H2OinMatrix_1,"Guanine 0(15N), 0(13C)",53397152.37835504
230810_Std_H2OinMatrix_2,"Guanine 0(15N), 0(13C)",29871824.07983026
230810_Std_H2OinMatrix_3,"Guanine 0(15N), 0(13C)",58204487.897813514
230810_Blk_G5_NFEX_T24_NH4_Blk_A,"Guanine 0(15N), 0(13C)",801283.0326582906
230810_Blk_G5_NFEX_T24_NH4_Blk_B,"Guanine 0(15N), 0(13C)",593348.901165552
230810_Blk_G5_NFEX_T24_NO3_Blk_A,"Guanine 0(15N), 0(13C)",680110.82734281
230810_Blk_G5_NFEX_T24_Urea_Blk_A,"Guanine 0(15N), 0(13C)",1557905.1670450089
230810_Poo_G5_NFEX_Full1,"Guanine 0(15N), 0(13C)",36100569.06771498
230810_Poo_G5_NFEX_Full2,"Guanine 0(15N), 0(13C)",30454399.674028
230810_Poo_G5_NFEX_Full3,"Guanine 0(15N), 0(13C)",25330856.784270752
230810_Poo_G5_NFEX_Full4,"Guanine 0(15N), 0(13C)",33449133.722380918
